 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  27.0 125.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  27.0 130.0  1.00  1.00  0.10  200 quiet
  4.10  4.40 1.50  0.50  0.50  1.00  0.60  0.50  27.0 135.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  27.0 140.0  1.00  1.00  0.10  200 quiet
  4.40  4.60 1.50  0.50  0.50  1.00  0.60  0.50  27.0 145.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  27.0 150.0  1.00  1.00  0.10  200 quiet
  4.20  4.50 1.50  0.50  0.50  1.00  0.60  0.50  27.0 155.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  27.0 160.0  1.00  1.00  0.10  200 quiet
  4.30  4.50 1.50  0.50  0.50  1.00  0.60  0.50  27.0 165.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  27.0 170.0  1.00  1.00  0.10  200 quiet
  4.30  4.30 1.50  0.50  0.50  1.00  0.60  0.50  27.0 175.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  27.0 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  4.40  4.60 1.50  0.50  0.50  1.00  0.60  0.50  26.5   0.0  1.00  1.00  0.10  200 quiet
  4.60  4.60 1.50  0.50  0.50  1.00  0.60  0.50  26.5   5.0  1.00  1.00  0.10  200 quiet
  4.60  4.60 1.50  0.50  0.50  1.00  0.60  0.50  26.5  10.0  1.00  1.00  0.10  200 quiet
  4.60  4.60 1.50  0.50  0.50  1.00  0.60  0.50  26.5  15.0  1.00  1.00  0.10  200 quiet
  4.70  4.70 1.50  0.50  0.50  1.00  0.60  0.50  26.5  20.0  1.00  1.00  0.10  200 quiet
  4.60  4.60 1.50  0.50  0.50  1.00  0.60  0.50  26.5  25.0  1.00  1.00  0.10  200 quiet
  4.70  4.70 1.50  0.50  0.50  1.00  0.60  0.50  26.5  30.0  1.00  1.00  0.10  200 quiet
  4.70  4.70 1.50  0.50  0.50  1.00  0.60  0.50  26.5  35.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  26.5  40.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  26.5  45.0  1.00  1.00  0.10  200 quiet
  4.60  4.60 1.50  0.50  0.50  1.00  0.60  0.50  26.5  50.0  1.00  1.00  0.10  200 quiet
  4.20  4.40 1.50  0.50  0.50  1.00  0.60  0.50  26.5  55.0  1.00  1.00  0.10  200 quiet
  4.20  4.70 1.50  0.50  0.50  1.00  0.60  0.50  26.5  60.0  1.00  1.00  0.10  200 quiet
  3.40  4.50 1.50  0.50  0.50  1.00  0.60  0.50  26.5  65.0  1.00  1.00  0.10  200 quiet
  4.30  4.50 1.50  0.50  0.50  1.00  0.60  0.50  26.5  70.0  1.00  1.00  0.10  200 quiet
  4.00  4.50 1.50  0.50  0.50  1.00  0.60  0.50  26.5  75.0  1.00  1.00  0.10  200 quiet
  4.40  4.60 1.50  0.50  0.50  1.00  0.60  0.50  26.5  80.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  26.5  85.0  1.00  1.00  0.10  200 quiet
  4.20  4.50 1.50  0.50  0.50  1.00  0.60  0.50  26.5  90.0  1.00  1.00  0.10  200 quiet
  4.00  4.50 1.50  0.50  0.50  1.00  0.60  0.50  26.5  95.0  1.00  1.00  0.10  200 quiet
  3.80  4.30 1.50  0.50  0.50  1.00  0.60  0.50  26.5 100.0  1.00  1.00  0.10  200 quiet
  3.90  4.40 1.50  0.50  0.50  1.00  0.60  0.50  26.5 105.0  1.00  1.00  0.10  200 quiet
  4.20  4.20 1.50  0.50  0.50  1.00  0.60  0.50  26.5 110.0  1.00  1.00  0.10  200 quiet
  4.30  4.30 1.50  0.50  0.50  1.00  0.60  0.50  26.5 115.0  1.00  1.00  0.10  200 quiet
  4.20  4.40 1.50  0.50  0.50  1.00  0.60  0.50  26.5 120.0  1.00  1.00  0.10  200 quiet
  4.20  4.20 1.50  0.50  0.50  1.00  0.60  0.50  26.5 125.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  26.5 130.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  26.5 135.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  26.5 140.0  1.00  1.00  0.10  200 quiet
  4.30  4.50 1.50  0.50  0.50  1.00  0.60  0.50  26.5 145.0  1.00  1.00  0.10  200 quiet
  4.30  4.30 1.50  0.50  0.50  1.00  0.60  0.50  26.5 150.0  1.00  1.00  0.10  200 quiet
  4.30  4.30 1.50  0.50  0.50  1.00  0.60  0.50  26.5 155.0  1.00  1.00  0.10  200 quiet
  4.10  4.50 1.50  0.50  0.50  1.00  0.60  0.50  26.5 160.0  1.00  1.00  0.10  200 quiet
  4.30  4.30 1.50  0.50  0.50  1.00  0.60  0.50  26.5 165.0  1.00  1.00  0.10  200 quiet
  4.20  4.50 1.50  0.50  0.50  1.00  0.60  0.50  26.5 170.0  1.00  1.00  0.10  200 quiet
  4.20  4.40 1.50  0.50  0.50  1.00  0.60  0.50  26.5 175.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  26.5 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  4.60  4.60 1.50  0.50  0.50  1.00  0.60  0.50  26.0   0.0  1.00  1.00  0.10  200 quiet
  4.60  4.90 1.50  0.50  0.50  1.00  0.60  0.50  26.0   5.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  26.0  10.0  1.00  1.00  0.10  200 quiet
  4.30  4.70 1.50  0.50  0.50  1.00  0.60  0.50  26.0  15.0  1.00  1.00  0.10  200 quiet
  4.50  4.80 1.50  0.50  0.50  1.00  0.60  0.50  26.0  20.0  1.00  1.00  0.10  200 quiet
  4.60  4.60 1.50  0.50  0.50  1.00  0.60  0.50  26.0  25.0  1.00  1.00  0.10  200 quiet
  4.70  4.70 1.50  0.50  0.50  1.00  0.60  0.50  26.0  30.0  1.00  1.00  0.10  200 quiet
  4.30  4.60 1.50  0.50  0.50  1.00  0.60  0.50  26.0  35.0  1.00  1.00  0.10  200 quiet
  4.70  4.70 1.50  0.50  0.50  1.00  0.60  0.50  26.0  40.0  1.00  1.00  0.10  200 quiet
  4.60  4.60 1.50  0.50  0.50  1.00  0.60  0.50  26.0  45.0  1.00  1.00  0.10  200 quiet
  4.50  4.70 1.50  0.50  0.50  1.00  0.60  0.50  26.0  50.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  26.0  55.0  1.00  1.00  0.10  200 quiet
  4.30  4.50 1.50  0.50  0.50  1.00  0.60  0.50  26.0  60.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  26.0  65.0  1.00  1.00  0.10  200 quiet
  4.60  4.60 1.50  0.50  0.50  1.00  0.60  0.50  26.0  70.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  26.0  75.0  1.00  1.00  0.10  200 quiet
  4.20  4.50 1.50  0.50  0.50  1.00  0.60  0.50  26.0  80.0  1.00  1.00  0.10  200 quiet
  4.30  4.30 1.50  0.50  0.50  1.00  0.60  0.50  26.0  85.0  1.00  1.00  0.10  200 quiet
  4.30  4.30 1.50  0.50  0.50  1.00  0.60  0.50  26.0  90.0  1.00  1.00  0.10  200 quiet
  4.30  4.30 1.50  0.50  0.50  1.00  0.60  0.50  26.0  95.0  1.00  1.00  0.10  200 quiet
  4.10  4.10 1.50  0.50  0.50  1.00  0.60  0.50  26.0 100.0  1.00  1.00  0.10  200 quiet
  4.20  4.40 1.50  0.50  0.50  1.00  0.60  0.50  26.0 105.0  1.00  1.00  0.10  200 quiet
  4.20  4.20 1.50  0.50  0.50  1.00  0.60  0.50  26.0 110.0  1.00  1.00  0.10  200 quiet
  4.30  4.30 1.50  0.50  0.50  1.00  0.60  0.50  26.0 115.0  1.00  1.00  0.10  200 quiet
  4.20  4.40 1.50  0.50  0.50  1.00  0.60  0.50  26.0 120.0  1.00  1.00  0.10  200 quiet
  4.10  4.50 1.50  0.50  0.50  1.00  0.60  0.50  26.0 125.0  1.00  1.00  0.10  200 quiet
  4.30  4.30 1.50  0.50  0.50  1.00  0.60  0.50  26.0 130.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  26.0 135.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  26.0 140.0  1.00  1.00  0.10  200 quiet
  4.30  4.30 1.50  0.50  0.50  1.00  0.60  0.50  26.0 145.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  26.0 150.0  1.00  1.00  0.10  200 quiet
  4.20  4.20 1.50  0.50  0.50  1.00  0.60  0.50  26.0 155.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  26.0 160.0  1.00  1.00  0.10  200 quiet
  4.30  4.30 1.50  0.50  0.50  1.00  0.60  0.50  26.0 165.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  26.0 170.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  26.0 175.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  26.0 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  4.30  4.60 1.50  0.50  0.50  1.00  0.60  0.50  25.5   0.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  25.5   5.0  1.00  1.00  0.10  200 quiet
  4.60  4.60 1.50  0.50  0.50  1.00  0.60  0.50  25.5  10.0  1.00  1.00  0.10  200 quiet
  4.70  4.70 1.50  0.50  0.50  1.00  0.60  0.50  25.5  15.0  1.00  1.00  0.10  200 quiet
  4.80  4.80 1.50  0.50  0.50  1.00  0.60  0.50  25.5  20.0  1.00  1.00  0.10  200 quiet
  4.70  4.90 1.50  0.50  0.50  1.00  0.60  0.50  25.5  25.0  1.00  1.00  0.10  200 quiet
  4.60  4.60 1.50  0.50  0.50  1.00  0.60  0.50  25.5  30.0  1.00  1.00  0.10  200 quiet
  4.60  4.60 1.50  0.50  0.50  1.00  0.60  0.50  25.5  35.0  1.00  1.00  0.10  200 quiet
  4.40  4.60 1.50  0.50  0.50  1.00  0.60  0.50  25.5  40.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  25.5  45.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  25.5  50.0  1.00  1.00  0.10  200 quiet
  4.30  4.60 1.50  0.50  0.50  1.00  0.60  0.50  25.5  55.0  1.00  1.00  0.10  200 quiet
  4.40  4.60 1.50  0.50  0.50  1.00  0.60  0.50  25.5  60.0  1.00  1.00  0.10  200 quiet
  4.10  4.70 1.50  0.50  0.50  1.00  0.60  0.50  25.5  65.0  1.00  1.00  0.10  200 quiet
  4.20  4.50 1.50  0.50  0.50  1.00  0.60  0.50  25.5  70.0  1.00  1.00  0.10  200 quiet
  4.60  4.60 1.50  0.50  0.50  1.00  0.60  0.50  25.5  75.0  1.00  1.00  0.10  200 quiet
  4.10  4.60 1.50  0.50  0.50  1.00  0.60  0.50  25.5  80.0  1.00  1.00  0.10  200 quiet
  4.10  4.50 1.50  0.50  0.50  1.00  0.60  0.50  25.5  85.0  1.00  1.00  0.10  200 quiet
  4.20  4.50 1.50  0.50  0.50  1.00  0.60  0.50  25.5  90.0  1.00  1.00  0.10  200 quiet
  4.10  4.40 1.50  0.50  0.50  1.00  0.60  0.50  25.5  95.0  1.00  1.00  0.10  200 quiet
  4.20  4.40 1.50  0.50  0.50  1.00  0.60  0.50  25.5 100.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  25.5 105.0  1.00  1.00  0.10  200 quiet
  4.10  4.30 1.50  0.50  0.50  1.00  0.60  0.50  25.5 110.0  1.00  1.00  0.10  200 quiet
  4.30  4.50 1.50  0.50  0.50  1.00  0.60  0.50  25.5 115.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  25.5 120.0  1.00  1.00  0.10  200 quiet
  4.30  4.30 1.50  0.50  0.50  1.00  0.60  0.50  25.5 125.0  1.00  1.00  0.10  200 quiet
  4.10  4.50 1.50  0.50  0.50  1.00  0.60  0.50  25.5 130.0  1.00  1.00  0.10  200 quiet
  4.20  4.60 1.50  0.50  0.50  1.00  0.60  0.50  25.5 135.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  25.5 140.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  25.5 145.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  25.5 150.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  25.5 155.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  25.5 160.0  1.00  1.00  0.10  200 quiet
  4.20  4.40 1.50  0.50  0.50  1.00  0.60  0.50  25.5 165.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  25.5 170.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  25.5 175.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  25.5 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  4.70  4.70 1.50  0.50  0.50  1.00  0.60  0.50  25.0   0.0  1.00  1.00  0.10  200 quiet
  4.60  4.60 1.50  0.50  0.50  1.00  0.60  0.50  25.0   5.0  1.00  1.00  0.10  200 quiet
  4.70  4.70 1.50  0.50  0.50  1.00  0.60  0.50  25.0  10.0  1.00  1.00  0.10  200 quiet
  4.20  4.60 1.50  0.50  0.50  1.00  0.60  0.50  25.0  15.0  1.00  1.00  0.10  200 quiet
  4.50  4.80 1.50  0.50  0.50  1.00  0.60  0.50  25.0  20.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  25.0  25.0  1.00  1.00  0.10  200 quiet
  4.70  4.70 1.50  0.50  0.50  1.00  0.60  0.50  25.0  30.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  25.0  35.0  1.00  1.00  0.10  200 quiet
  4.60  4.60 1.50  0.50  0.50  1.00  0.60  0.50  25.0  40.0  1.00  1.00  0.10  200 quiet
  4.50  4.70 1.50  0.50  0.50  1.00  0.60  0.50  25.0  45.0  1.00  1.00  0.10  200 quiet
  4.60  4.60 1.50  0.50  0.50  1.00  0.60  0.50  25.0  50.0  1.00  1.00  0.10  200 quiet
  4.50  4.70 1.50  0.50  0.50  1.00  0.60  0.50  25.0  55.0  1.00  1.00  0.10  200 quiet
  4.60  4.60 1.50  0.50  0.50  1.00  0.60  0.50  25.0  60.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  25.0  65.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  25.0  70.0  1.00  1.00  0.10  200 quiet
  4.10  4.50 1.50  0.50  0.50  1.00  0.60  0.50  25.0  75.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  25.0  80.0  1.00  1.00  0.10  200 quiet
  4.10  4.50 1.50  0.50  0.50  1.00  0.60  0.50  25.0  85.0  1.00  1.00  0.10  200 quiet
  4.20  4.50 1.50  0.50  0.50  1.00  0.60  0.50  25.0  90.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  25.0  95.0  1.00  1.00  0.10  200 quiet
  4.20  4.40 1.50  0.50  0.50  1.00  0.60  0.50  25.0 100.0  1.00  1.00  0.10  200 quiet
  4.20  4.40 1.50  0.50  0.50  1.00  0.60  0.50  25.0 105.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  25.0 110.0  1.00  1.00  0.10  200 quiet
  4.30  4.30 1.50  0.50  0.50  1.00  0.60  0.50  25.0 115.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  25.0 120.0  1.00  1.00  0.10  200 quiet
  4.30  4.30 1.50  0.50  0.50  1.00  0.60  0.50  25.0 125.0  1.00  1.00  0.10  200 quiet
  4.60  4.60 1.50  0.50  0.50  1.00  0.60  0.50  25.0 130.0  1.00  1.00  0.10  200 quiet
  4.00  4.50 1.50  0.50  0.50  1.00  0.60  0.50  25.0 135.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  25.0 140.0  1.00  1.00  0.10  200 quiet
  4.40  4.60 1.50  0.50  0.50  1.00  0.60  0.50  25.0 145.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  25.0 150.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  25.0 155.0  1.00  1.00  0.10  200 quiet
  4.10  4.40 1.50  0.50  0.50  1.00  0.60  0.50  25.0 160.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  25.0 165.0  1.00  1.00  0.10  200 quiet
  4.20  4.60 1.50  0.50  0.50  1.00  0.60  0.50  25.0 170.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  25.0 175.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  25.0 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  4.60  4.60 1.50  0.50  0.50  1.00  0.60  0.50  24.5   0.0  1.00  1.00  0.10  200 quiet
  4.10  4.70 1.50  0.50  0.50  1.00  0.60  0.50  24.5   5.0  1.00  1.00  0.10  200 quiet
  4.70  4.70 1.50  0.50  0.50  1.00  0.60  0.50  24.5  10.0  1.00  1.00  0.10  200 quiet
  4.70  4.70 1.50  0.50  0.50  1.00  0.60  0.50  24.5  15.0  1.00  1.00  0.10  200 quiet
  4.60  4.80 1.50  0.50  0.50  1.00  0.60  0.50  24.5  20.0  1.00  1.00  0.10  200 quiet
  4.30  4.70 1.50  0.50  0.50  1.00  0.60  0.50  24.5  25.0  1.00  1.00  0.10  200 quiet
  4.70  4.70 1.50  0.50  0.50  1.00  0.60  0.50  24.5  30.0  1.00  1.00  0.10  200 quiet
  4.40  4.70 1.50  0.50  0.50  1.00  0.60  0.50  24.5  35.0  1.00  1.00  0.10  200 quiet
  4.30  4.30 1.50  0.50  0.50  1.00  0.60  0.50  24.5  40.0  1.00  1.00  0.10  200 quiet
  4.80  4.80 1.50  0.50  0.50  1.00  0.60  0.50  24.5  45.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  24.5  50.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  24.5  55.0  1.00  1.00  0.10  200 quiet
  4.60  4.60 1.50  0.50  0.50  1.00  0.60  0.50  24.5  60.0  1.00  1.00  0.10  200 quiet
  4.30  4.60 1.50  0.50  0.50  1.00  0.60  0.50  24.5  65.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  24.5  70.0  1.00  1.00  0.10  200 quiet
  4.30  4.60 1.50  0.50  0.50  1.00  0.60  0.50  24.5  75.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  24.5  80.0  1.00  1.00  0.10  200 quiet
  4.10  4.60 1.50  0.50  0.50  1.00  0.60  0.50  24.5  85.0  1.00  1.00  0.10  200 quiet
  4.00  4.50 1.50  0.50  0.50  1.00  0.60  0.50  24.5  90.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  24.5  95.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  24.5 100.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  24.5 105.0  1.00  1.00  0.10  200 quiet
  4.20  4.40 1.50  0.50  0.50  1.00  0.60  0.50  24.5 110.0  1.00  1.00  0.10  200 quiet
  4.10  4.30 1.50  0.50  0.50  1.00  0.60  0.50  24.5 115.0  1.00  1.00  0.10  200 quiet
  4.30  4.30 1.50  0.50  0.50  1.00  0.60  0.50  24.5 120.0  1.00  1.00  0.10  200 quiet
  4.30  4.60 1.50  0.50  0.50  1.00  0.60  0.50  24.5 125.0  1.00  1.00  0.10  200 quiet
  4.20  4.60 1.50  0.50  0.50  1.00  0.60  0.50  24.5 130.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  24.5 135.0  1.00  1.00  0.10  200 quiet
  4.10  4.60 1.50  0.50  0.50  1.00  0.60  0.50  24.5 140.0  1.00  1.00  0.10  200 quiet
  4.30  4.30 1.50  0.50  0.50  1.00  0.60  0.50  24.5 145.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  24.5 150.0  1.00  1.00  0.10  200 quiet
  4.30  4.50 1.50  0.50  0.50  1.00  0.60  0.50  24.5 155.0  1.00  1.00  0.10  200 quiet
  4.30  4.50 1.50  0.50  0.50  1.00  0.60  0.50  24.5 160.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  24.5 165.0  1.00  1.00  0.10  200 quiet
  4.10  4.50 1.50  0.50  0.50  1.00  0.60  0.50  24.5 170.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  24.5 175.0  1.00  1.00  0.10  200 quiet
  4.30  4.30 1.50  0.50  0.50  1.00  0.60  0.50  24.5 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  4.60  4.60 1.50  0.50  0.50  1.00  0.60  0.50  24.0   0.0  1.00  1.00  0.10  200 quiet
  4.60  4.60 1.50  0.50  0.50  1.00  0.60  0.50  24.0   5.0  1.00  1.00  0.10  200 quiet
  4.70  4.70 1.50  0.50  0.50  1.00  0.60  0.50  24.0  10.0  1.00  1.00  0.10  200 quiet
  4.70  4.70 1.50  0.50  0.50  1.00  0.60  0.50  24.0  15.0  1.00  1.00  0.10  200 quiet
  4.50  4.80 1.50  0.50  0.50  1.00  0.60  0.50  24.0  20.0  1.00  1.00  0.10  200 quiet
  4.40  4.70 1.50  0.50  0.50  1.00  0.60  0.50  24.0  25.0  1.00  1.00  0.10  200 quiet
  4.70  4.70 1.50  0.50  0.50  1.00  0.60  0.50  24.0  30.0  1.00  1.00  0.10  200 quiet
  4.60  4.80 1.50  0.50  0.50  1.00  0.60  0.50  24.0  35.0  1.00  1.00  0.10  200 quiet
  4.60  4.60 1.50  0.50  0.50  1.00  0.60  0.50  24.0  40.0  1.00  1.00  0.10  200 quiet
  4.70  4.70 1.50  0.50  0.50  1.00  0.60  0.50  24.0  45.0  1.00  1.00  0.10  200 quiet
  4.30  4.50 1.50  0.50  0.50  1.00  0.60  0.50  24.0  50.0  1.00  1.00  0.10  200 quiet
  4.40  4.70 1.50  0.50  0.50  1.00  0.60  0.50  24.0  55.0  1.00  1.00  0.10  200 quiet
  4.30  4.50 1.50  0.50  0.50  1.00  0.60  0.50  24.0  60.0  1.00  1.00  0.10  200 quiet
  3.60  4.40 1.50  0.50  0.50  1.00  0.60  0.50  24.0  65.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  24.0  70.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  24.0  75.0  1.00  1.00  0.10  200 quiet
  4.20  4.40 1.50  0.50  0.50  1.00  0.60  0.50  24.0  80.0  1.00  1.00  0.10  200 quiet
  4.30  4.30 1.50  0.50  0.50  1.00  0.60  0.50  24.0  85.0  1.00  1.00  0.10  200 quiet
  4.00  4.50 1.50  0.50  0.50  1.00  0.60  0.50  24.0  90.0  1.00  1.00  0.10  200 quiet
  4.10  4.10 1.50  0.50  0.50  1.00  0.60  0.50  24.0  95.0  1.00  1.00  0.10  200 quiet
  4.30  4.30 1.50  0.50  0.50  1.00  0.60  0.50  24.0 100.0  1.00  1.00  0.10  200 quiet
  4.20  4.40 1.50  0.50  0.50  1.00  0.60  0.50  24.0 105.0  1.00  1.00  0.10  200 quiet
  4.30  4.50 1.50  0.50  0.50  1.00  0.60  0.50  24.0 110.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  24.0 115.0  1.00  1.00  0.10  200 quiet
  4.00  4.50 1.50  0.50  0.50  1.00  0.60  0.50  24.0 120.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  24.0 125.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  24.0 130.0  1.00  1.00  0.10  200 quiet
  4.30  4.30 1.50  0.50  0.50  1.00  0.60  0.50  24.0 135.0  1.00  1.00  0.10  200 quiet
  4.30  4.30 1.50  0.50  0.50  1.00  0.60  0.50  24.0 140.0  1.00  1.00  0.10  200 quiet
  4.30  4.50 1.50  0.50  0.50  1.00  0.60  0.50  24.0 145.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  24.0 150.0  1.00  1.00  0.10  200 quiet
  4.00  4.40 1.50  0.50  0.50  1.00  0.60  0.50  24.0 155.0  1.00  1.00  0.10  200 quiet
  4.40  4.40 1.50  0.50  0.50  1.00  0.60  0.50  24.0 160.0  1.00  1.00  0.10  200 quiet
  4.50  4.50 1.50  0.50  0.50  1.00  0.60  0.50  24.0 165.0  1.00  1.00  0.10  200 quiet
